10,73
20,73
30,73
40,72
50,73
60,72
70,72
80,71
90,72
100,72
110,72
120,72
130,73
140,73
150,73
160,73
171,73
181,73
191,74
201,73
211,74
221,73
231,73
241,74
251,74
261,74
271,74
281,71
291,74
301,74
311,74
321,74
331,74
342,75
352,75
362,75
372,75
382,75
392,75
402,75
412,74
422,75
432,76
442,75
452,76
462,76
472,76
482,76
492,76
502,76
512,76
522,77
532,77
542,77
552,76
562,77
572,77
582,78
592,78
602,79
612,83
622,81
632,82
642,83
652,85
662,87
672,89
683,91
693,92
703,95
713,98
723,100
733,103
743,107
753,109
763,111
773,114
783,117
793,120
803,123
813,126
823,129
833,131
843,133
854,136
864,138
874,140
884,142
894,144
904,145
914,147
924,148
934,149
944,150
954,151
964,152
974,153
984,154
994,155
1004,155
1014,156
1024,157
1034,157
1044,158
1054,158
1064,158
1074,159
1084,159
1094,158
1104,159
1114,159
1124,159
1134,159
1144,160
1154,159
1164,160
1174,160
1184,160
1195,160
1205,160
1215,160
1225,160
1235,160
1245,160
1255,160
1265,160
1275,160
1285,160
1295,159
1305,160
1315,159
1325,159
1335,159
1345,159
1355,159
1366,159
1376,159
1386,159
1396,159
1406,158
1416,158
1426,157
1436,157
1446,156
1456,154
1466,153
1476,151
1486,149
1496,147
1506,145
1516,142
1526,138
1536,134
1546,131
1556,128
1566,125
1576,121
1586,119
1596,116
1606,112
1616,110
1626,107
1636,105
1646,103
1656,102
1666,100
1676,99
1686,98
1696,97
1707,95
1717,94
1727,93
1737,92
1747,91
1757,90
1767,89
1777,88
1787,87
1797,85
1807,85
1817,84
1827,83
1837,82
1847,81
1857,80
1867,80
1878,79
1888,77
1898,76
1908,75
1918,74
1928,73
1938,73
1948,73
1958,73
1968,72
1978,72
1988,71
1998,72
2008,72
2018,72
2028,71
2038,72
2048,72
2058,73
2068,72
2078,72
2088,72
2098,72
2108,72
2118,73
2128,72
2138,72
2148,72
2158,73
2168,73
2178,73
2188,73
2198,74
2208,73
2219,74
2229,74
2239,73
2249,74
2259,74
2269,74
2279,74
2289,74
2299,74
2309,74
2319,75
2329,75
2339,75
2349,75
2359,75
2369,75
2379,76
2390,76
2400,76
2410,77
2420,77
2430,78
2440,78
2450,79
2460,81
2470,82
2480,83
2490,86
2500,88
2510,90
2520,92
2530,94
2540,96
2550,98
2560,100
2570,102
2580,104
2590,107
2600,107
2610,108
2620,109
2630,112
2640,113
2650,114
2660,116
2670,118
2680,120
2690,122
2700,125
2710,127
2720,129
2731,131
2741,132
2751,134
2761,135
2771,136
2781,138
2791,138
2801,140
2811,141
2821,142
2831,143
2841,144
2851,144
2861,145
2871,145
2881,146
2891,146
2902,146
2912,147
2922,148
2932,148
2942,148
2952,148
2962,149
2972,149
2982,150
2992,150
3002,150
3012,150
3022,150
3032,149
3042,150
3052,150
3062,150
3072,150
3082,150
3092,150
3102,149
3112,150
3122,150
3132,149
3142,149
3152,148
3162,148
3172,148
3182,147
3192,147
3202,147
3212,147
3222,146
3232,146
3243,146
3253,146
3263,145
3273,146
3283,146
3293,145
3303,145
3313,145
3323,145
3333,144
3343,144
3353,144
3363,144
3373,144
3383,144
3393,144
3403,144
3414,143
3424,143
3434,143
3444,143
3454,143
3464,142
3474,143
3484,142
3494,141
3504,140
3514,138
3524,136
3534,134
3544,133
3554,131
3564,129
3574,127
3584,124
3594,120
3604,118
3614,112
3624,112
3634,111
3644,108
3654,106
3664,105
3674,103
3684,101
3694,100
3704,99
3714,98
3724,97
3734,96
3744,95
3755,95
3765,94
3775,94
3785,94
3795,94
3805,94
3815,94
3825,93
3835,93
3845,93
3855,92
3865,91
3875,90
3885,90
3895,88
3905,88
3915,87
3926,87
3936,87
3946,87
3956,87
3966,87
3976,87
3986,87
3996,87
4006,87
4016,87
4026,87
4036,87
4046,87
4056,87
4066,87
4076,86
4086,87
4096,87
4106,87
4116,86
4126,87
4136,87
4146,86
4156,86
4166,87
4176,87
4186,87
4196,87
4206,87
4216,87
4226,86
4236,86
4246,87
4256,87
4267,86
4277,87
4287,86
4297,86
4307,87
4317,87

